model_id;(Intercept);count_TRUE;counting_method;counting_time_1m;counting_time_cells;exp_bota;habitat_closure;quadrat_order;quadrat_order_squared;species_conspicuousness;count_TRUE:counting_method;counting_method:exp_bota;counting_method:habitat_closure;counting_method:quadrat_order;counting_method:quadrat_order_squared;counting_method:species_conspicuousness;counting_time_1m:habitat_closure;counting_time_1m:species_conspicuousness;counting_time_cells:habitat_closure;counting_time_cells:species_conspicuousness;habitat_closure:species_conspicuousness;df;logLik;AICc;delta;weight
750079;-0,832927187;-0,004543825;+;0,130125461;0,090190126;0,101401069;-0,525582852;-0,015145839;0,001737392;0,227664056;NA;NA;NA;+;+;+;NA;0,022606778;-0,02460184;NA;0,138948188;23;-14614,99405;29276,24515;542,0406744;5.35063494085314e-119
1004543;-0,82896155;-0,00468822;+;0,130087273;0,091170846;0,101270834;-0,524726744;-0,005141515;0,000824857;0,224008516;+;NA;NA;+;NA;+;NA;0,021477503;-0,024192376;-0,001337098;0,138568725;24;-14614,16784;29276,61514;542,4106665;4.44695309692001e-119
750591;-0,804576765;-0,004692124;+;0,12853419;0,088957684;0,101194975;-0,524398308;-0,015017374;0,001725316;0,222143285;+;NA;NA;+;+;+;NA;0,022370455;-0,024459013;NA;0,138793871;25;-14613,35656;29277,01594;542,8114586;3.63941562357163e-119
1012223;-0,832487829;-0,004541705;+;0,13180027;0,092236898;0,101347641;-0,527030606;-0,015099833;0,001732862;0,22725978;NA;NA;NA;+;+;+;NA;0,021785706;-0,024367476;-0,001140402;0,139322858;24;-14614,80739;29277,89425;543,6897705;2.34589544277801e-119
1012735;-0,809928016;-0,004686165;+;0,130437273;0,091313661;0,101384577;-0,527113958;-0,014777705;0,001705642;0,223628255;+;NA;NA;+;+;+;NA;0,021449661;-0,02417608;-0,001354294;0,13940482;26;-14613,10028;29278,52768;544,3232052;1.70907080481236e-119
985407;-0,818936382;-0,004440791;+;0,152686146;0,071354273;0,102992142;-0,507551557;NA;NA;0,205134921;NA;NA;+;NA;NA;NA;NA;0,014540932;-0,036804959;0,009374503;0,14251191;18;-14622,09837;29280,35581;546,1513367;6.85151086866005e-120
806783;-0,653987451;-0,00466627;+;0,163978658;0,111330847;0,041950072;-0,449858884;0,019425333;NA;0,158178637;+;+;+;NA;NA;+;NA;NA;NA;-0,022689266;0,139544016;23;-14617,71101;29281,67906;547,4745785;3.53547721465632e-120
745983;-0,893616898;-0,004540229;+;0,129554778;0,089707384;0,101255934;-0,525907392;0,012090527;-0,000618592;0,228417499;NA;NA;NA;NA;+;+;NA;0,022664725;-0,024530537;NA;0,139003489;21;-14619,7623;29281,73962;547,5351455;3.43001548492821e-120
707391;-0,723407618;-0,004776008;+;0,177962065;0,08384585;0,103228036;-0,496511328;NA;NA;0,175696944;+;NA;+;NA;NA;+;-0,011551564;NA;-0,032401924;NA;0,143135264;21;-14619,76536;29281,74575;547,5412716;3.41952530035668e-120
806847;-0,609656076;-0,004666828;+;0,16425346;0,111126636;0,042278381;-0,449093689;NA;0,00170905;0,156426062;+;+;+;NA;NA;+;NA;NA;NA;-0,022634011;0,139505094;23;-14617,81521;29281,88746;547,6829855;3.18561309255738e-120
806911;-0,63613742;-0,004664811;+;0,164124991;0,111284377;0,042215323;-0,450030527;0,010149945;0,000838587;0,158119514;+;+;+;NA;NA;+;NA;NA;NA;-0,022665328;0,139657843;24;-14616,85976;29281,99898;547,7945052;3.01284536872883e-120
674623;-0,721310563;-0,004768498;+;0,17682615;0,083835186;0,10299611;-0,495233036;NA;NA;0,174875801;+;NA;+;NA;NA;+;NA;NA;-0,032063904;NA;0,143236345;20;-14621,00672;29282,20889;548,0044089;2.71266909027333e-120
746495;-0,867044706;-0,004688276;+;0,12790862;0,088438878;0,101316318;-0,52499558;0,012261066;-0,000632985;0,223363121;+;NA;NA;NA;+;+;NA;0,022444634;-0,024388718;NA;0,138931327;23;-14618,05211;29282,36126;548,1567795;2.51367984798712e-120
745919;-0,866176962;-0,004543346;+;0,129095556;0,089592143;0,101306514;-0,525320375;NA;0,000424455;0,22805754;NA;NA;NA;NA;+;+;NA;0,023005505;-0,024501982;NA;0,138844724;20;-14621,12448;29282,4444;548,2399212;2.41132633052839e-120
676223;-0,873160278;-0,004521686;+;0,167623291;0,089931056;0,101359377;-0,526227724;0,003977386;NA;0,227419369;NA;NA;NA;+;NA;+;NA;NA;-0,024435431;NA;0,138912679;19;-14622,15454;29282,48586;548,2813805;2.36185483425177e-120
839551;-0,651121161;-0,004665238;+;0,163311694;0,111108726;0,041705124;-0,449078075;0,019374488;NA;0,157219663;+;+;+;NA;NA;+;0,007647842;NA;NA;-0,022524241;0,139693306;24;-14617,15219;29282,58385;548,3793675;2.2489282175994e-120
839615;-0,613076636;-0,004663109;+;0,163560182;0,110921538;0,042149949;-0,449425258;NA;0,001703729;0,157818288;+;+;+;NA;NA;+;0,007754696;NA;NA;-0,022478362;0,139799872;24;-14617,24345;29282,76636;548,5618782;2.05278711350041e-120
676735;-0,847646342;-0,004674071;+;0,165368845;0,088869635;0,101254365;-0,525077469;0,003957023;NA;0,223725788;+;NA;NA;+;NA;+;NA;NA;-0,024317203;NA;0,138512069;21;-14620,3409;29282,89683;548,6923467;1.92314942269301e-120
839679;-0,633617645;-0,004664361;+;0,163465387;0,111065561;0,041970613;-0,448976715;0,010036998;0,000843223;0,157532368;+;+;+;NA;NA;+;0,007677229;NA;NA;-0,022505521;0,139621857;25;-14616,30008;29282,90298;548,6984974;1.91724413533929e-120
905087;-0,649288889;-0,004663567;+;0,180898124;0,111647325;0,04178315;-0,448802183;0,019359727;NA;0,155777206;+;+;+;NA;NA;+;0,012414342;-0,010523771;NA;-0,022778111;0,140152887;25;-14616,32139;29282,94559;548,7411123;1.87682476511702e-120
676351;-0,855435796;-0,004524992;+;0,167750384;0,089914997;0,101377522;-0,526997636;-0,004804001;0,000798672;0,227320165;NA;NA;NA;+;NA;+;NA;NA;-0,024432364;NA;0,139223014;20;-14621,38849;29282,97241;548,7679338;1.85182312999738e-120
938367;-0,875236193;-0,004516807;+;0,16825063;0,093992376;0,101417456;-0,52943316;0,003971632;NA;0,227689257;NA;NA;NA;+;NA;+;NA;NA;-0,023986986;-0,002253899;0,13977428;20;-14621,40129;29282,99802;548,7935373;1.82826768161925e-120
746431;-0,842292517;-0,004686016;+;0,127410754;0,088299284;0,101252313;-0,525131245;NA;0,000425569;0,224021983;+;NA;NA;NA;+;+;NA;0,022833614;-0,024350903;NA;0,138878728;22;-14619,45346;29283,14248;548,9380033;1.7008631456331e-120
938879;-0,847350581;-0,004674607;+;0,16606089;0,093085758;0,10134667;-0,528315353;0,003967351;NA;0,222841281;+;NA;NA;+;NA;+;NA;NA;-0,023814354;-0,002430114;0,139533529;22;-14619,48618;29283,20792;549,003442;1.64611261058601e-120
872319;-0,649037255;-0,004666274;+;0,172398004;0,111635368;0,041917332;-0,450293363;0,019441523;NA;0,155994775;+;+;+;NA;NA;+;NA;-0,004892554;NA;-0,022844472;0,140011832;24;-14617,48818;29283,25582;549,0513444;1.60715464715161e-120
740159;-0,721233147;-0,004769723;+;0,188476258;0,083856517;0,102883672;-0,494089834;NA;NA;0,174868967;+;NA;+;NA;NA;+;NA;-0,006841485;-0,032168199;NA;0,142976749;21;-14620,56936;29283,35376;549,1492789;1.53035242637689e-120
905151;-0,606010641;-0,004662609;+;0,179986969;0,111436398;0,041942433;-0,447883945;NA;0,00170142;0,154734908;+;+;+;NA;NA;+;0,012164638;-0,009808544;NA;-0,022723519;0,139919439;25;-14616,52784;29283,35851;549,1540278;1.52672302213717e-120
905215;-0,63072203;-0,00466291;+;0,18048103;0,111603513;0,041818118;-0,448547165;0,01040135;0,000809941;0,155539893;+;+;+;NA;NA;+;0,01228082;-0,010174128;NA;-0,022758115;0,140077878;26;-14615,52708;29283,38128;549,1768002;1.5094380657e-120
1008127;-0,894373195;-0,004537707;+;0,13123928;0,091719875;0,101261073;-0,5270653;0,012143119;-0,00062351;0,228354646;NA;NA;NA;NA;+;+;NA;0,021841557;-0,024302293;-0,001119825;0,139259037;22;-14619,58374;29283,40305;549,1985677;1.49309875516292e-120
938495;-0,856035015;-0,004521;+;0,168377689;0,093968336;0,101437867;-0,529368446;-0,004802064;0,000798477;0,227021498;NA;NA;NA;+;NA;+;NA;NA;-0,023984538;-0,002249932;0,139794333;21;-14620,63461;29283,48425;549,2797765;1.43368674379123e-120
676863;-0,828465076;-0,004680158;+;0,165485492;0,088863053;0,101264109;-0,524703204;-0,004392923;0,000760143;0,222247038;+;NA;NA;+;NA;+;NA;NA;-0,024312562;NA;0,138674476;22;-14619,64553;29283,52662;549,322143;1.40363603314104e-120
872383;-0,60895028;-0,004666102;+;0,17153232;0,111385251;0,042200508;-0,449170705;NA;0,00170917;0,155934957;+;+;+;NA;NA;+;NA;-0,004241928;NA;-0,02277148;0,139684349;24;-14617,64747;29283,57439;549,3699135;1.37050706905046e-120
872447;-0,632115699;-0,004664968;+;0,171864982;0,111578038;0,042093696;-0,449386144;0,010255936;0,000829918;0,156355596;+;+;+;NA;NA;+;NA;-0,004499194;NA;-0,022819292;0,13970777;25;-14616,66366;29283,63013;549,4256556;1.33283695515104e-120
772927;-0,720654079;-0,004777528;+;0,181306026;0,083858598;0,103077349;-0,497887706;NA;NA;0,174524213;+;NA;+;NA;NA;+;-0,010612008;-0,002009755;-0,032406451;NA;0,143787711;22;-14619,73626;29283,70809;549,5036092;1.28188664834069e-120
939007;-0,828620716;-0,004680439;+;0,166196677;0,093076088;0,101307388;-0,526640428;-0,004457781;0,000766923;0,222413976;+;NA;NA;+;NA;+;NA;NA;-0,023817483;-0,002417349;0,138965747;23;-14618,79239;29283,84183;549,6373499;1.19896965271991e-120
1008639;-0,870014858;-0,004686617;+;0,129878375;0,09079631;0,101082516;-0,526680931;0,012270299;-0,000634121;0,224590623;+;NA;NA;NA;+;+;NA;0,021512511;-0,024105837;-0,001352595;0,139160508;24;-14617,80165;29283,88275;549,6782716;1.17468697747862e-120
1008063;-0,867177646;-0,004539219;+;0,13069694;0,091544405;0,101339809;-0,527163864;NA;0,000424446;0,228059709;NA;NA;NA;NA;+;+;NA;0,022219447;-0,024277057;-0,001089786;0,139308277;21;-14620,95398;29284,12299;549,918509;1.04173026511947e-120
1008575;-0,842910982;-0,00468757;+;0,12932841;0,090583204;0,101109897;-0,527126522;NA;0,000423805;0,224356;+;NA;NA;NA;+;+;NA;0,021912791;-0,024082354;-0,001306231;0,139299583;23;-14619,21192;29284,68089;550,4764108;7.8814920679675e-121
684543;-0,834586601;-0,004523742;+;0,168000544;0,090062547;0,10142047;-0,527668881;-0,014975494;0,00172592;0,226842168;NA;NA;NA;+;+;+;NA;NA;-0,024425379;NA;0,139551485;22;-14620,35823;29284,95204;550,7475578;6.88223697872037e-121
946687;-0,835992196;-0,004521343;+;0,168623367;0,094121919;0,101441646;-0,529300632;-0,014917034;0,001719928;0,227092963;NA;NA;NA;+;+;+;NA;NA;-0,023973718;-0,002256146;0,139744109;23;-14619,59804;29285,45312;551,2486395;5.35699334328905e-121
685055;-0,807604417;-0,004677831;+;0,165750374;0,088979124;0,101363386;-0,525310814;-0,01478346;0,001709919;0,22217471;+;NA;NA;+;+;+;NA;NA;-0,024298089;NA;0,138914979;24;-14618,60868;29285,49681;551,2923328;5.24123007725422e-121
947199;-0,811090732;-0,004678022;+;0,166472871;0,093220391;0,101328064;-0,528498203;-0,01463094;0,001695374;0,223121647;+;NA;NA;+;+;+;NA;NA;-0,023797188;-0,002439221;0,139521673;25;-14617,74429;29285,7914;551,5869223;4.52338892374243e-121
952639;-0,849072956;-0,004421435;+;0,176547018;0,073897975;0,103262032;-0,516256571;NA;NA;0,21821776;NA;NA;+;NA;NA;NA;-0,012324694;NA;-0,036642862;0,007909503;0,142742318;18;-14625,18343;29286,52593;552,3214489;3.13302245365799e-121
919871;-0,85029807;-0,004419052;+;0,175266866;0,073887463;0,102925095;-0,515789476;NA;NA;0,218930026;NA;NA;+;NA;NA;NA;NA;NA;-0,036254421;0,00787199;0,143003508;17;-14626,60324;29287,34878;553,1442996;2.07626959196561e-121
680447;-0,896763558;-0,00451855;+;0,167538929;0,089583705;0,101309722;-0,527452457;0,012811207;-0,000678169;0,227727484;NA;NA;NA;NA;+;+;NA;NA;-0,024354349;NA;0,139310909;20;-14625,14615;29290,48775;556,2832694;4.32180447200461e-122
680959;-0,868740865;-0,004679639;+;0,165389886;0,088453051;0,101133093;-0,525464211;0,01301624;-0,000695401;0,222933349;+;NA;NA;NA;+;+;NA;NA;-0,024217327;NA;0,138887748;22;-14623,33096;29290,89748;556,6930013;3.52121846032562e-122
942591;-0,898642518;-0,004516595;+;0,168174614;0,093626194;0,101360662;-0,53030312;0,012823841;-0,000680211;0,22803449;NA;NA;NA;NA;+;+;NA;NA;-0,023905703;-0,002244792;0,14001168;21;-14624,40008;29291,0152;556,8107224;3.31993935794967e-122
943103;-0,871409526;-0,004676591;+;0,165997614;0,092694856;0,101234314;-0,52991898;0,013022822;-0,000697046;0,223253464;+;NA;NA;NA;+;+;NA;NA;-0,023726302;-0,002431018;0,140079688;23;-14622,47407;29291,20517;557,000695;3.01910433791928e-122
680383;-0,867435277;-0,004523161;+;0,167652763;0,089456905;0,101323267;-0,527716096;NA;0,00042736;0,227180657;NA;NA;NA;NA;+;+;NA;NA;-0,024320425;NA;0,139484435;19;-14626,67443;29291,52564;557,3211599;2.57211311276898e-122
680895;-0,842586745;-0,004677336;+;0,165456046;0,08832209;0,101317949;-0,527238644;NA;0,000428637;0,223150182;+;NA;NA;NA;+;+;NA;NA;-0,024187936;NA;0,139467675;21;-14624,90569;29292,02641;557,8219306;2.00239191196371e-122
942527;-0,869524583;-0,004518225;+;0,168274195;0,093480261;0,101404459;-0,530205742;NA;0,000426747;0,227453835;NA;NA;NA;NA;+;+;NA;NA;-0,023872557;-0,002235834;0,140049238;20;-14625,93352;29292,06248;557,8580018;1.96660131623612e-122
943039;-0,843823887;-0,004676199;+;0,16618023;0,092565133;0,101157357;-0,530076674;NA;0,000427504;0,223781898;+;NA;NA;NA;+;+;NA;NA;-0,023693559;-0,002428964;0,140121015;22;-14624,05304;29292,34164;558,1371643;1.7103970770861e-122
722751;-0,785015811;-0,004513755;+;0,198643995;0,080868975;0,049393295;-0,543526274;NA;NA;0,255369709;+;+;NA;NA;NA;NA;NA;-0,022823195;-0,020412863;NA;0,141795265;19;-14629,75515;29297,68709;563,4826155;1.1812640281196e-123
722239;-0,813928083;-0,004311455;+;0,205018174;0,08147142;0,049601903;-0,544270142;NA;NA;0,258190322;NA;+;NA;NA;NA;NA;NA;-0,024532266;-0,020609152;NA;0,141929923;17;-14633,01851;29300,17932;565,9748411;3.39755940185715e-124
706879;-0,790190196;-0,004412887;+;0,181608161;0,087346726;0,103526387;-0,501107608;NA;NA;0,188363808;NA;NA;+;NA;NA;+;-0,010730279;NA;-0,032562267;NA;0,143581417;19;-14631,07342;29300,32362;566,1191423;3.1610578969695e-124
674111;-0,789560421;-0,004411375;+;0,180507728;0,087285067;0,103246552;-0,500705769;NA;NA;0,18807929;NA;NA;+;NA;NA;+;NA;NA;-0,032243263;NA;0,143952271;18;-14632,14834;29300,45575;566,2512751;2.95896741049979e-124
739647;-0,787802835;-0,004407084;+;0,190665866;0,087294272;0,103267504;-0,500413437;NA;NA;0,186934258;NA;NA;+;NA;NA;+;NA;-0,005907694;-0,032336741;NA;0,144107385;19;-14631,81098;29301,79874;567,5942583;1.51187220828553e-124
806335;-0,682289281;-0,004295729;+;0,168093133;0,114142407;0,042786264;-0,454913634;NA;0,001769423;0,169791705;NA;+;+;NA;NA;+;NA;NA;NA;-0,022387786;0,140324247;21;-14629,81374;29301,84252;567,6380445;1.47913235804681e-124
806399;-0,705496063;-0,00429416;+;0,16801669;0,11430951;0,042586632;-0,454790586;0,009774999;0,000931725;0,170766701;NA;+;+;NA;NA;+;NA;NA;NA;-0,022426139;0,140170542;22;-14628,92044;29302,07645;567,8719719;1.31586199734583e-124
806271;-0,726187741;-0,004288548;+;0,167867732;0,1143196;0,042432271;-0,453745716;0,020086648;NA;0,170830268;NA;+;+;NA;NA;+;NA;NA;NA;-0,022422462;0,139782011;21;-14629,96396;29302,14296;567,9384802;1.27282370511681e-124
772415;-0,789596589;-0,004411646;+;0,183869165;0,08734275;0,103508745;-0,501464226;NA;NA;0,187975552;NA;NA;+;NA;NA;+;-0,010117535;-0,001361184;-0,032564673;NA;0,143794143;20;-14631,05832;29302,31207;568,1075959;1.16962120371502e-124
839103;-0,683097499;-0,004296157;+;0,167350291;0,113891413;0,042584307;-0,455830173;NA;0,001763436;0,170187662;NA;+;+;NA;NA;+;0,008430219;NA;NA;-0,022218446;0,14099963;22;-14629,13579;29302,50715;568,3026685;1.06092761004504e-124
839167;-0,705119618;-0,004293863;+;0,167283506;0,114059106;0,042431313;-0,454701582;0,009720473;0,000930465;0,17072003;NA;+;+;NA;NA;+;0,008351017;NA;NA;-0,022258094;0,140486864;23;-14628,25571;29302,76847;568,5639901;9.30980291756184e-125
839039;-0,725271566;-0,004290446;+;0,167112073;0,114077403;0,042340278;-0,454442499;0,020013409;NA;0,170523105;NA;+;+;NA;NA;+;0,008338273;NA;NA;-0,022257825;0,140348048;22;-14629,30001;29302,83558;568,631106;9.00256888448228e-125
904639;-0,680582969;-0,004289389;+;0,182200776;0,114355476;0,042605257;-0,45438155;NA;0,001761834;0,168453836;NA;+;+;NA;NA;+;0,01241951;-0,008811944;NA;-0,022455347;0,140989076;23;-14628,54569;29303,34842;569,1439435;6.96634867653747e-125
904575;-0,724968004;-0,00428056;+;0,183269272;0,114578662;0,042244549;-0,45406875;0,020010151;NA;0,169606644;NA;+;+;NA;NA;+;0,012678244;-0,009572218;NA;-0,022513022;0,140739339;23;-14628,60687;29303,47079;569,2663123;6.55289428895481e-125
904703;-0,702459249;-0,004287238;+;0,182684585;0,114511392;0,042326437;-0,454157423;0,009994691;0,000904742;0,168702462;NA;+;+;NA;NA;+;0,012486648;-0,009141442;NA;-0,022490313;0,140873151;24;-14627,61826;29303,51599;569,3115105;6.40646564620878e-125
871871;-0,682763225;-0,004293156;+;0,173611965;0,114352169;0,042744782;-0,455090901;NA;0,00176948;0,169735455;NA;+;+;NA;NA;+;NA;-0,003190163;NA;-0,022502068;0,140463323;22;-14629,71634;29303,66825;569,4637733;5.93683616582021e-125
871935;-0,704794927;-0,004291682;+;0,174069158;0,11452722;0,042594215;-0,455044153;0,009903063;0,000921026;0,169992559;NA;+;+;NA;NA;+;NA;-0,003504546;NA;-0,022546145;0,140472415;23;-14628,80296;29303,86297;569,6584932;5.38607217382315e-125
871807;-0,726937013;-0,004288618;+;0,174477319;0,114588236;0,042417094;-0,454715451;0,020097473;NA;0,170724528;NA;+;+;NA;NA;+;NA;-0,003820392;NA;-0,022564561;0,140225221;22;-14629,82436;29303,88429;569,6798117;5.32896567555225e-125
689023;-0,980142377;-0,004595774;+;0,179277886;0,085575221;0,1022158;-0,506683745;0,021884156;NA;0,234773262;+;NA;NA;NA;NA;NA;-0,053436897;NA;-0,022251958;NA;0,139978246;18;-14642,1613;29320,48167;586,2771951;1.32607138944799e-128
689151;-0,960880832;-0,004595759;+;0,179474189;0,085570902;0,10221718;-0,506999968;0,012386095;0,00085814;0,234606509;+;NA;NA;NA;NA;NA;-0,053442761;NA;-0,022255011;NA;0,140058853;19;-14641,27632;29320,72943;586,524948;1.17156948086456e-128
688511;-0,993220745;-0,00448207;+;0,182456528;0,084857197;0,102323566;-0,506608864;0,021849023;NA;0,234913594;NA;NA;NA;NA;NA;NA;-0,054479677;NA;-0,022152487;NA;0,140073745;16;-14644,48262;29321,09169;586,8872132;9.774693789843e-129
688639;-0,973163612;-0,004487813;+;0,182551675;0,084829628;0,10229868;-0,50655711;0,012018594;0,000887654;0,234982365;NA;NA;NA;NA;NA;NA;-0,054464166;NA;-0,022149728;NA;0,140014898;17;-14643,54052;29321,22334;587,0188602;9.15200739946827e-129
689087;-0,932940535;-0,004596068;+;0,179597542;0,085429699;0,102261436;-0,506914543;NA;0,001919066;0,234294543;+;NA;NA;NA;NA;NA;-0,053367618;NA;-0,022220511;NA;0,140054532;18;-14642,70384;29321,56674;587,3622626;7.7081027413145e-129
688575;-0,946072546;-0,00448759;+;0,182651714;0,084705952;0,102357153;-0,506753902;NA;0,001917067;0,234721368;NA;NA;NA;NA;NA;NA;-0,054380659;NA;-0,022118659;NA;0,140115628;16;-14644,89167;29321,90979;587,7053093;6.49315614394733e-129
754559;-0,979622247;-0,0045971;+;0,178896639;0,085579021;0,102286424;-0,507264601;0,021886226;NA;0,234431909;+;NA;NA;NA;NA;NA;-0,053563003;0,000248554;-0,02225239;NA;0,140179406;19;-14642,15949;29322,49577;588,291292;4.84408011073474e-129
754687;-0,960272611;-0,004597706;+;0,178844611;0,085569378;0,102238095;-0,506673689;0,012359028;0,000860622;0,234407986;+;NA;NA;NA;NA;NA;-0,053643934;0,000416879;-0,022254409;NA;0,139998588;20;-14641,27233;29322,74009;588,5356137;4.28703997837212e-129
754047;-0,995183367;-0,00448138;+;0,184364179;0,084878383;0,102237801;-0,507016429;0,021845418;NA;0,235857838;NA;NA;NA;NA;NA;NA;-0,053802809;-0,001330568;-0,022158797;NA;0,140079929;17;-14644,43947;29323,02124;588,8167585;3.72484087433469e-129
754175;-0,974448302;-0,00448466;+;0,184286554;0,084851648;0,102288598;-0,506908563;0,012084458;0,000881559;0,235533737;NA;NA;NA;NA;NA;NA;-0,053864876;-0,001182352;-0,022155261;NA;0,14006818;18;-14643,50655;29323,17216;588,9676843;3.45409757446238e-129
754623;-0,931897121;-0,004598144;+;0,178742618;0,085427015;0,1022609;-0,506264681;NA;0,001919135;0,23395888;+;NA;NA;NA;NA;NA;-0,053642603;0,000567813;-0,022218822;NA;0,139875866;19;-14642,69631;29323,56941;589,3649306;2.83187217739351e-129
754111;-0,947708629;-0,004487504;+;0,184112012;0,084723583;0,102343101;-0,507608596;NA;0,001916716;0,235411819;NA;NA;NA;NA;NA;NA;-0,053874879;-0,001005968;-0,022123649;NA;0,140295575;17;-14644,8669;29323,8761;589,6716171;2.42927972040742e-129
657215;-0,748630262;-0,004592273;+;0,162015067;0,080637557;0,050091336;-0,542438042;NA;NA;0,240928375;+;+;NA;NA;NA;NA;NA;NA;-0,019561467;NA;0,140932386;18;-14645,47091;29327,10089;592,8964108;4.84420454950342e-130
738175;-0,945133709;-0,004674135;+;0,126996216;0,085926088;0,100906348;-0,529641038;0,021143341;NA;0,224436197;+;NA;NA;NA;NA;+;NA;0,022103931;-0,023647121;NA;0,140243957;20;-14645,07483;29330,3451;596,1406215;9.56645597180108e-131
738303;-0,923731431;-0,004678307;+;0,126727145;0,085920378;0,100869341;-0,528133932;0,011709604;0,000852181;0,22388756;+;NA;NA;NA;NA;+;NA;0,022373979;-0,023646357;NA;0,139877571;21;-14644,19261;29330,60024;596,3957656;8.42068128246621e-131
738239;-0,90380304;-0,004671803;+;0,126292416;0,085798269;0,101262123;-0,529562603;NA;0,001855579;0,225713399;+;NA;NA;NA;NA;+;NA;0,022714202;-0,023607873;NA;0,140115645;20;-14645,45503;29331,1055;596,9010193;6.54082902240177e-131
1000319;-0,94576191;-0,004671181;+;0,128943758;0,088221161;0,100999152;-0,530256308;0,021150514;NA;0,224456178;+;NA;NA;NA;NA;+;NA;0,021164082;-0,023363723;-0,001321442;0,140269657;21;-14644,82849;29331,87201;597,6675348;4.45847215755073e-131
1000447;-0,927779424;-0,004673486;+;0,128693577;0,088206176;0,100991024;-0,530756881;0,011770204;0,000846986;0,224949299;+;NA;NA;NA;NA;+;NA;0,021416545;-0,023362708;-0,001315497;0,14046731;22;-14643,95287;29332,1413;597,9368225;3.89682564008142e-131
1000383;-0,899031492;-0,004677729;+;0,128115955;0,088033154;0,100982163;-0,530297436;NA;0,001855228;0,223677216;+;NA;NA;NA;NA;+;NA;0,021835977;-0,023344181;-0,001286961;0,140271824;21;-14645,22369;29332,66242;598,4579423;3.00297180695619e-131
